id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
773233500037900360,West Hills Point,169574079,Natalia,,Ward 8,44.94725,-123.0664,Entire home/apt,101,2,71,2025-09-22,2.12,1,73,31,
785111814066982837,"Scout- a rustic “cabin” apartment, very fast wifi",172368364,Ellen,,Ward 2,44.934,-123.02517,Entire home/apt,136,30,23,2025-06-23,0.80,13,242,4,
790650916511654556,1180 Be.young.,192287256,Joanne,,Ward 1,44.94762,-123.01478,Entire home/apt,89,30,13,2025-09-20,1.56,1,297,13,
794878332309051603,Witchy Wonder,78967890,Monica,,Ward 3,44.88706,-123.01526,Entire home/apt,159,1,0,,,1,364,0,
806288048006012567,"West Hills Getaway - prime location, amazing views",396254527,Joey,,Ward 8,44.95056,-123.08401,Entire home/apt,285,1,93,2025-09-21,2.89,1,346,31,
808194120211324072,Warm & Welcoming Room - Downtown,22810342,Michael,,Ward 1,44.9473097,-123.0227252,Private room,59,1,2,2023-10-08,0.06,5,264,0,
813243880088849894,Cozy Sage House in West Hills,31939089,Crystal,,Ward 8,44.9496,-123.07804,Entire home/apt,192,2,51,2025-07-21,1.75,1,74,13,
816813871990227817,"Ms. Lorraine's Boarding House
Red Room",48181873,Lori,,Ward 2,44.92751,-123.04166,Private room,,2,30,2025-08-31,1.22,2,171,9,
827548266483650690,Historic Italianate Charm,241891578,Cindy,,Ward 2,44.91622,-123.04389,Entire home/apt,188,3,15,2025-08-24,0.57,1,157,6,
830476298498556306,Modern home & great outdoor space,501841211,Natalia,,Ward 8,44.94627,-123.08086,Entire home/apt,,2,0,,,1,0,0,
839883334335939725,Charming Historic Bungalow,503850131,April,,Ward 1,44.95711,-123.02425,Entire home/apt,68,29,8,2025-08-01,0.27,1,286,5,
855806067414163604,Spacious 2BR/15min downtown,507175573,Carolina,,Ward 4,44.86549,-123.02784,Entire home/apt,90,30,49,2025-08-24,1.63,3,365,16,
857214783368672872,"Quiet& Private Suite- Bath,Parking, Patio in Salem",132897916,Carly,,Ward 1,44.9516186,-123.0100824,Private room,79,30,21,2025-05-15,0.71,2,358,7,
861729148076222174,Charming Vintage Home,152226669,Janet,,Ward 1,44.9473209,-123.0125245,Entire home/apt,135,30,15,2025-05-28,0.66,1,49,9,
864070817456517350,Sweet Quiet 2 Bedroom Duplex,20726798,Judy,,Ward 7,44.92897,-123.04883,Entire home/apt,138,2,96,2025-09-23,3.35,2,216,42,
867761913106641727,Heaven on Earth Basement luxury,438592492,Unstoppable,,Ward 8,44.94438,-123.07447,Private room,56,1,41,2025-08-16,1.39,9,94,20,
867981360593350366,Dream Basement attached bathroom,438592492,Unstoppable,,Ward 8,44.94451,-123.07396,Private room,50,1,98,2025-09-21,5.18,9,261,57,
876915394470090281,S. Salem Quiet Bedroom,209809216,Hannah,,Ward 4,44.87999,-123.01542,Private room,28,30,3,2025-08-31,0.16,1,255,2,
877125872041222077,Cozy Room in Salem. 1 Bedroom.1 Bed.1 shared bath.,511640085,Temmy,,Ward 3,44.89751,-123.01843,Private room,47,30,7,2025-05-23,0.24,4,334,1,
877658091658459638,Mountain View Memories,511767626,Terii,,Ward 8,44.97962,-123.07793,Entire home/apt,119,30,2,2024-11-20,0.14,1,298,1,
882799180409115624,Alluring Room In Salem Ideal For Long Term Stay.,511640085,Temmy,,Ward 3,44.89923,-123.01781,Private room,54,30,16,2025-08-23,0.56,4,204,5,
884989724537503362,"Clean, affordable & Easy to Book",101238555,Matthew,,Ward 5,44.96319091310014,-123.02471336137694,Entire home/apt,,1,60,2025-08-10,2.10,1,0,13,
886611536944423269,Hidden Gem Downtown Salem Private Bath & Room,62453529,Saunsuray,,Ward 1,44.94146,-123.01389,Private room,51,1,38,2024-06-01,1.38,1,87,0,
889966005426329317,Modern bedroom Ideal For Long Term Stay.,511640085,Temmy,,Ward 3,44.89901,-123.01733,Private room,47,30,7,2024-12-18,0.26,4,231,1,
892810816797554474,Two side-by-side apartments,172368364,Ellen,,Ward 2,44.934,-123.02517,Entire home/apt,164,1,1,2025-05-13,0.22,13,242,1,
892940160111786654,The Twin Flats (Audrey and Far East Escape),172368364,Ellen,,Ward 2,44.934,-123.02517,Entire home/apt,158,1,0,,,13,282,0,
893687763022008613,South Salem Private Suite,162327303,Emily,,Ward 7,44.88716,-123.07452,Private room,55,1,157,2025-09-15,5.57,1,67,74,
902324810119347109,New Home with Queen Bed and Pullout Sofa,211531844,Alma Patricia,,Ward 3,44.89806,-123.01797,Entire home/apt,125,7,3,2025-08-31,0.17,1,23,1,
902457816972831762,Comfy Room Ideal For Long Term Stay.,511640085,Temmy,,Ward 3,44.89719,-123.01814,Private room,44,30,12,2025-08-31,0.43,4,354,4,
905063314509119927,Mr. McGregor’s Garden- Vintage maximalist,172368364,Ellen,,Ward 2,44.93539,-123.02448,Entire home/apt,70,30,24,2025-09-08,0.94,13,287,7,
905105641152936374,Bright & Renovated 2 BR Private unit w/King Bed,60075613,Mandeep,,Ward 1,44.94042,-123.06202,Entire home/apt,88,3,17,2025-08-09,0.62,2,343,6,
924812489868419755,South Salem Lilly's Pad with HotTub & Pool Table!,185354594,Aimee,,Ward 4,44.87489,-123.03183,Entire home/apt,201,2,128,2025-08-29,4.77,2,326,47,
931879154152102082,West Salem Guest Suite Apartment,60657639,Aaron,,Ward 1,44.95159,-123.05501,Entire home/apt,70,31,2,2024-08-24,0.08,1,332,0,
939316771272810333,King Bed with Private Bathroom,75807577,Aleksey,,Ward 8,44.943513560687265,-123.08881219627625,Private room,65,30,4,2025-09-14,0.15,2,83,3,
940519920294000963,The Morningside Cottage,433003282,Molly,,Ward 3,44.90834,-123.03298,Entire home/apt,124,1,126,2025-09-07,5.57,2,233,58,
944239619811799457,"Prime Location! Parking, Pets Allowed!",174792040,RoomPicks By Victoria,,Ward 1,44.93974,-123.04113,Hotel room,,1,1,2024-04-13,0.06,4,284,0,
944239759178729066,"Relax and Recharge! Kitchenette, Pets Allowed!",174792040,RoomPicks By Victoria,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,4,319,0,
944240004233767146,Always a Great Idea To Unwind! Pets Allowed!,174792040,RoomPicks By Victoria,,Ward 1,44.93974,-123.04113,Hotel room,,1,2,2024-07-14,0.09,4,284,0,
944240204719053540,"Enjoy a Hassle-Free Stay! Kitchenette, Parking!",174792040,RoomPicks By Victoria,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,4,318,0,
944248126137985863,Modern Melody,214517739,Miranda,,Ward 3,44.90856,-123.03137,Private room,45,1,219,2025-09-19,9.78,1,6,107,
951500215302447845,New! Professionally Designed Salem Home!,529688077,Erin,,Ward 2,44.943444701349364,-123.00094250589609,Entire home/apt,168,30,6,2025-09-15,0.26,2,332,3,
963091009110131153,"New, Private Guest House! Must See!",529688077,Erin,,Ward 2,44.943346,-123.001106,Entire home/apt,68,30,0,,,2,236,0,
963820257077642548,Cozy Lilly Cottage,110982974,Erika,,Ward 2,44.930949457457245,-123.01812205463648,Entire home/apt,148,2,55,2025-08-10,2.19,3,192,29,
965468164797552622,Great place to relax,529126435,Emerson,,Ward 7,44.88651,-123.0844,Entire home/apt,,2,4,2024-07-22,0.18,1,269,0,
968253864438370837,Cozy Rose Cottage,110982974,Erika,,Ward 2,44.93097,-123.0183,Entire home/apt,95,28,3,2025-05-19,0.12,3,93,1,
973353330084354751,"Guest house Queen BR + Bonus room, Full kitchen WD",535538793,Tal,,Ward 1,44.94034,-123.06089,Entire home/apt,113,7,8,2025-08-31,0.35,1,153,2,
973415498486129541,Heffley Home 1900s (420 friendly),504838412,Rebecca,,Ward 1,44.94704,-123.00678,Private room,48,1,16,2025-08-30,0.66,1,130,7,
979105041136713920,Modern 1BR Condo in Salem's Grant Community (103),97331039,Brandon,,Ward 1,44.95570243005606,-123.0235801057737,Entire home/apt,107,2,45,2025-09-21,1.85,5,70,43,
994289970718463588,Salem Getaway w/ Hot Tub Near Parks & Boating!,121688409,Evolve,,Ward 8,44.93023,-123.08132,Entire home/apt,,2,7,2024-08-04,0.31,2,0,0,
1002200945870596665,New in Salem: Timeless Comfort,401725292,Ishani,,Ward 6,44.94418,-123.00012,Entire home/apt,180,1,88,2025-09-14,3.74,2,319,49,
1002221183785728964,Cozy Guest House in Salem,401725292,Ishani,,Ward 6,44.94393,-123.00144,Entire home/apt,108,1,91,2025-09-22,3.87,2,321,44,
1016858216236441961,South Salem 1 bd,130839361,Bonnie,,Ward 4,44.88201,-123.03252,Entire home/apt,,1,7,2025-06-01,0.45,1,0,2,
1021234092475331096,"Jetted Tub, Live Plants and Earthy Atmosphere!",59330448,Jillian,,Ward 1,44.95036,-123.06383,Entire home/apt,,1,9,2025-05-14,0.43,2,0,8,
1022594945784864764,Mid-Century Comfort at The Pom,141237704,Ryan,,Ward 7,44.91179,-123.05609,Entire home/apt,144,30,1,2025-01-31,0.13,1,267,1,
1029871141902375859,Mill Creek Condo,547592174,Alfredo,,Ward 2,44.93323,-123.01137,Entire home/apt,,28,2,2024-07-09,0.12,2,353,0,
1035213028972458228,Willamette Valley Retreat w/hot tub,206041402,Traci,,Ward 4,44.87425,-123.00458,Entire home/apt,293,2,44,2025-09-13,2.24,1,355,24,
1037187413648112204,Spacious Willamette Wine Country Manor + Hot Tub,19811206,Doug,,Ward 2,44.9314918,-123.0140849,Entire home/apt,238,3,36,2025-09-14,1.69,1,246,21,
1055279307488510608,The Spot! Close to everything,42218756,Diana,,Ward 1,44.938095968656015,-123.01715981215239,Entire home/apt,186,1,50,2025-07-10,2.84,1,3,23,
1056672136002772743,Suburban Paradise  3B/2.5BR,507175573,Carolina,,Ward 6,44.9656581,-122.9757126,Entire home/apt,132,1,21,2025-08-03,1.27,3,13,12,
1056735615219445132,"The-Lil-Get-Away, 1B/1BR",507175573,Carolina,,Ward 4,44.8665862,-123.0276227,Entire home/apt,70,30,26,2025-07-30,1.45,3,208,15,
1060939375192590632,Private Guesthouse,554260648,Vincent,,Ward 7,44.88884,-123.07455,Entire home/apt,99,2,42,2025-09-14,2.15,1,231,29,
1064850434266452060,New Bright Modern Townhome w Game Room + King Bed,444961038,Mark,,Ward 4,44.86769,-123.01842,Entire home/apt,131,2,69,2025-09-05,3.37,3,248,36,
1068235740854448432,Downtown Gray Getaway,556308607,Justin,,Ward 2,44.91162,-123.02963,Entire home/apt,89,14,5,2025-09-14,0.25,1,269,1,
1071191065963811160,Townhome w/King Suite,60075613,Mandeep,,Ward 1,44.94096,-123.06188,Entire home/apt,110,3,32,2025-08-27,1.71,2,155,16,
1075370782200169095,Salem Midtown Charmer!,391623482,Grigoriy,,Ward 1,44.95126,-123.02371,Entire home/apt,325,1,60,2025-09-16,3.00,1,337,34,
1080533369129406019,"Hospital, Capitol, University, Parks, Downtown",132897916,Carly,,Ward 2,44.9330877,-123.0447984,Entire home/apt,,30,1,2024-07-22,0.07,2,20,0,
1087947555419620910,Quaint Central 2bdrm/1bath Home,561267492,Larisa,,Ward 2,44.93741,-123.01229,Entire home/apt,154,2,28,2025-07-13,1.44,1,10,10,
1089665901789272565,* Blue Updated Heritage Home in Salem OR,99441814,Vilayvanh Joy,,Ward 1,44.95698,-123.02123,Entire home/apt,110,2,26,2025-09-06,1.53,1,327,14,
1099776424534841898,Basement Hideout,438592492,Unstoppable,,Ward 8,44.94476,-123.07274,Private room,43,1,117,2025-09-21,7.13,9,234,76,
1110856490442904055,Charming Farmhouse,566708006,Riane,,Ward 3,44.90823,-123.04772,Entire home/apt,180,30,12,2025-09-22,1.03,1,362,12,
1114727240376405241,The Lincon House  by Willamete and Downtown,296088228,Vaughn,,Ward 2,44.924999,-123.0437834,Entire home/apt,149,2,24,2025-09-14,1.33,2,249,15,
1123146673463483628,*10% Off* Cozy & Rare Riverfront Home with HotTub,443851929,Nico And Sarah,,Ward 1,44.93656817256188,-123.01798416931152,Entire home/apt,261,2,99,2025-08-30,5.53,1,21,61,
1135606898711183992,Spacious 3-Bedroom Sun-Drenched Circadian Retreat,378870814,Rosetta,,Ward 1,44.9531,-123.05409,Entire home/apt,129,7,13,2025-08-17,1.19,1,112,13,
1141479699937827246,Cozy 3BR/2BA home near Willamette Valley Vineyard!,107061129,Cameron,,Ward 4,44.87705,-123.0676,Entire home/apt,120,2,72,2025-09-16,4.35,1,27,48,
1141654161894381851,NEW! Salem 2 bedroom unit centrally located!,42853709,Annie,,Ward 1,44.94377,-123.0661,Entire home/apt,107,30,2,2025-05-26,0.14,4,95,1,
1147905411642006758,NEW 2 bdrm peaceful cul-de-sac!,42853709,Annie,,Ward 8,44.94325,-123.06713,Entire home/apt,,30,3,2025-03-02,0.20,4,0,2,
1151715665539943980,49th Ave Tiny House,407581863,Warren,,Ward 5,44.9998965,-122.9613985,Entire home/apt,152,2,10,2025-08-11,0.64,15,338,7,
1151825017242083160,Classic Home - Has King Size Bed,228032976,Spencer And Mariah,,Ward 7,44.90912,-123.06865,Entire home/apt,,5,22,2024-11-02,1.36,1,0,3,
1156681534863874618,Beautiful 1 Bedroom Getaway with Washer & Dryer,83996894,Uju,,Ward 1,44.94836,-123.02211,Entire home/apt,108,1,44,2025-09-15,5.26,3,350,44,
1157230262573216100,Perfect Place to Unwind! 2 Spacious Units!,495439249,RoomPicks,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,6,284,0,
1157234777140533907,Wake Up to Oregon's Beauty! 2 Relaxing Units!,495439016,RoomPicks,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,1,314,0,
1157243641061858504,Salem's Hidden Gem! Pet-friendly Property!,495439249,RoomPicks,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,6,283,0,
1157244820821042902,Your Oasis of Comfort! Pet-friendly Property!,495439249,RoomPicks,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,6,322,0,
1157245334989164980,Your Private Haven in Oregon! 2 Relaxing Units!,495439249,RoomPicks,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,6,320,0,
1157245897963500778,Discover the Magic of Oregon! Pets Allowed!,495439249,RoomPicks,,Ward 1,44.93974,-123.04113,Hotel room,,1,2,2024-08-18,0.12,6,321,0,
1157246925796415244,Your Urban Escape in Oregon! Pets Allowed!,495439249,RoomPicks,,Ward 1,44.93974,-123.04113,Hotel room,,1,0,,,6,306,0,
1158208648232864424,1st floor bedroom in old home,203665879,Edward,,Ward 1,44.95348,-123.02448,Private room,36,30,0,,,1,83,0,
1158949269665318468,2022 wolf pup 16 BHS,494312137,Ilya,,Ward 8,44.94337,-123.07672,Entire home/apt,78,2,0,,,2,269,0,
1158986683856702802,2024 Coleman Lantern,494312137,Ilya,,Ward 8,44.94378,-123.07695,Entire home/apt,93,1,0,,,2,269,0,
1165571097336374911,The Skyline Suite,86630509,Rishel,,Ward 7,44.8811698,-123.0701652,Entire home/apt,136,30,22,2025-07-06,1.37,3,310,18,
1167115843549776314,Audrey- an ode to an icon,172368364,Ellen,,Ward 2,44.93402,-123.02517,Entire home/apt,174,30,14,2025-08-20,0.91,13,283,9,
1168266661618122651,Quaint House in the Hills,162404137,Brittany,,Ward 8,44.94678039999999,-123.0670786,Entire home/apt,174,3,42,2025-08-30,2.66,1,328,24,
1168302608633690733,Clean & Bright 1-BR Condo near Broadway St (101),97331039,Brandon,,Ward 1,44.9552923488073,-123.02464634896162,Entire home/apt,113,2,27,2025-09-22,1.71,5,67,14,
1172531987987664706,*Hideaway* Cozy Basement:1bed+Studio+Office -Salem,147303121,Mike & Ally,,Ward 8,44.94616,-123.06695,Entire home/apt,84,30,1,2025-07-31,0.53,4,93,1,
1173753671995591169,"Tranquil Haven w/large yard, laundry  : West Salem",147303121,Mike & Ally,,Ward 8,44.98043,-123.0803,Entire home/apt,129,30,1,2024-08-03,0.07,4,87,0,
1175815492677977428,West Salem Duplex,547592174,Alfredo,,Ward 8,44.95873,-123.05801,Entire home/apt,,2,6,2025-03-14,0.39,2,0,1,
1188480834043734658,Sandia- a taste of the tropics,172368364,Ellen,,Ward 2,44.93402,-123.02517,Entire home/apt,148,30,5,2025-08-20,0.39,13,265,4,
1190935848145382512,New & Spacious Comfort in Salem,113888801,Valentina,,Ward 6,44.93237,-122.96507,Entire home/apt,184,1,54,2025-09-14,3.72,1,244,46,
1191698604881280968,Charming Guesthouse in Salem,82842488,Elizabeth Maria,,Ward 1,44.95426,-123.02164,Entire home/apt,,30,41,2025-05-04,3.28,3,51,39,
1194322012820728549,English Cottage in Salem Oregon,189775601,Michael,,Ward 1,44.9490144,-123.0108033,Entire home/apt,120,1,90,2025-09-05,6.05,1,274,70,
1197145744012030562,Relax in Basement,438592492,Unstoppable,,Ward 8,44.94618,-123.07264,Private room,57,1,48,2025-09-07,3.38,9,14,36,
1197995442020233796,South Salem getaway,586174625,Deborah,,Ward 4,44.87715,-123.00738,Entire home/apt,232,2,25,2025-09-14,1.74,1,187,19,
1203935406591140401,"Cozy Townhome w/ King Beds, Game Room, South Salem",444961038,Mark,,Ward 4,44.86778,-123.01689,Entire home/apt,118,2,33,2025-08-30,2.32,3,238,27,
1208690902229649287,Modern 3BR Home| Patio & Firepit,40743751,Cara,,Ward 7,44.92799,-123.04633,Entire home/apt,177,30,32,2025-06-04,2.60,2,243,31,
1210538068376797449,"Just like home
4 bedroom, 6 bed located Downtown",468485382,Mayra,,Ward 1,44.95092,-123.02262,Entire home/apt,452,2,17,2025-08-19,1.24,1,361,13,
1211611387655036145,"Comfy king, quiet area.",36099394,Martha Sue,,Ward 7,44.90636,-123.0494,Private room,38,28,18,2025-09-11,1.31,2,9,15,
1214599099976029340,Stunning 4BR close to state capitol,509915863,Vacasa Guestworks,,Ward 7,44.91192,-123.06043,Entire home/apt,326,2,0,,,1,365,0,
1225057030674671191,The Howard House,41156732,Stacey And Justin,,Ward 2,44.923436950463525,-123.03300429135561,Entire home/apt,,31,0,,,2,0,0,
1227018548394871504,The Illahe Estate,86630509,Rishel,,Ward 7,44.901448685098146,-123.1181336848289,Entire home/apt,264,3,21,2025-09-15,1.85,3,276,21,
1227045875575259965,West Hills Vista | Hot Tub | BBQ,129177864,Travis,,Ward 8,44.95702375492711,-123.05812952023773,Entire home/apt,,2,2,2024-09-22,0.15,1,0,0,
1234131415739802404,Cozy 2 bdrm Home near hospitals (Pet Friendly),14857333,Debra Joan,,Ward 1,44.94592,-123.05757,Entire home/apt,76,21,2,2025-03-30,0.31,2,148,2,
1237217406113597307,Three Pines Cottage,572348947,Heather,,Ward 1,44.94846,-123.02838,Entire home/apt,117,2,23,2025-09-23,2.84,1,293,23,
1258881098121790175,Willamette Cottage,72879848,Rachel,,Ward 1,44.9364795,-123.0162291,Entire home/apt,85,1,64,2025-09-21,5.49,1,167,64,
1264778541769668627,Charming Salem Getaway,521785356,Evan,,Ward 4,44.872355464450706,-123.00666587951731,Entire home/apt,229,2,29,2025-09-08,3.21,1,298,29,
1265269197003847450,The Loft!,296088228,Vaughn,,Ward 2,44.92501581363943,-123.04378543049097,Entire home/apt,126,2,39,2025-09-21,3.82,2,316,39,
1269194793847964442,Cozy South Salem residence,593241866,Golden,,Ward 7,44.9094317,-123.051765,Entire home/apt,99,2,21,2025-08-23,1.89,1,156,21,
1273371437538550364,Light Bright 2-BR Condo w/ Workspace  (2nd Floor),97331039,Brandon,,Ward 1,44.955131502461626,-123.0243087726639,Entire home/apt,130,1,43,2025-09-15,4.19,5,60,43,
1273432419045339268,Adorable 1 Bedroom Getaway with Washer & Dryer,83996894,Uju,,Ward 1,44.9483411,-123.022116,Entire home/apt,,1,0,,,3,0,0,
1275713714193597745,"New 2 bd Townhome- King, near Hospital  & Wineries",40248138,Paula,,Ward 2,44.92454,-123.04481,Entire home/apt,162,1,16,2025-07-13,1.59,1,50,16,
1283499730819857106,Month stay? Close to downtown!,548004203,Michael Lee,,Ward 8,44.969451834293125,-123.06666208688004,Entire home/apt,117,1,1,2025-01-18,0.12,2,325,1,
1284111214154968173,Storybook French Country Home,339701697,Ingrid Winn,,Ward 6,44.94040042862663,-122.97121076942172,Private room,,365,0,,,1,364,0,
1288877656003468085,1 Bedroom Basement Apartment Getaway,121121388,Andrew,,Ward 1,44.958250035148176,-123.02990947050667,Entire home/apt,59,30,13,2025-07-31,1.37,1,339,13,
1290655067957702075,Downtown Craftsman - 1924 Charm,533286730,Shelly Shawntail,,Ward 1,44.94814193926458,-123.02984349141721,Entire home/apt,,2,20,2025-07-21,2.19,1,0,20,
1292414769149946294,The Serene place,476842607,Carolyne,,Ward 7,44.9088994,-123.0782572,Private room,,1,0,,,1,0,0,
1300861455622863899,"Clean, quiet West Salem getaway",27193834,Tara Megan,,Ward 8,44.94863003267687,-123.08677012391388,Private room,,90,2,2025-03-24,0.27,1,36,2,
1304078956224461926,Kesa-Cozy Palace in Salem,104977250,Jacklyne,,Ward 5,44.957433247143314,-122.99371294403032,Private room,33,7,3,2025-08-08,0.41,3,361,3,
1310326383906103080,Centrally Located Salem apartment,60967517,Josh,,Ward 2,44.91652656607805,-123.03660589353828,Entire home/apt,104,3,4,2025-08-04,1.03,1,151,4,
1316681941616184526,| Pine River Estate |,165330582,Roddy,,Ward 5,44.966106286340064,-123.03437681564111,Entire home/apt,186,2,20,2025-09-14,2.27,2,337,20,
1328273981484968875,"Ms. Lorraine’s Boarding House 
Blue Room",48181873,Lori,,Ward 2,44.92661,-123.04088,Private room,,2,3,2025-02-18,0.36,2,0,3,
1335059938742904072,Cozy Updated 2 Bedroom Home,673250302,Antonio,,Ward 7,44.929044092797575,-123.04787410953755,Entire home/apt,119,30,12,2025-05-25,1.73,1,364,12,
1340731781128640462,1 br 5 min from downtown Salem,216629376,Amanda,,Ward 2,44.93183950070888,-123.01120955693362,Entire home/apt,75,1,42,2025-09-10,5.48,1,286,42,
1348111123449698271,Modern Salem Home,675581167,Marie,,Ward 6,44.934375,-122.9645225,Entire home/apt,278,30,0,,,1,365,0,
1358054800724361302,Cozy Vienna Casita,110982974,Erika,,Ward 6,44.94692,-123.00008,Entire home/apt,90,28,2,2025-09-02,0.51,3,214,2,
1359666580580301656,Spacious Mid Century 5-bdrm house w/ indoor pool,541986367,Shelley,,Ward 7,44.90855805666198,-123.0600243771878,Entire home/apt,1000,1,1,2025-08-26,1,1,353,1,
1360215831446332419,Salem Guest House,202348074,Mark,,Ward 6,44.94677313867587,-122.97122171017138,Entire home/apt,101,1,26,2025-09-23,3.63,1,356,26,
1362544584706117466,Long stay - Pet Friendly Duplex with fenced Yard,548004203,Michael Lee,,Ward 8,44.97164931769849,-123.06800057958334,Entire home/apt,124,1,0,,,2,181,0,
1366283785331744196,5 Min to Downtown | Full Kitchen,215058058,Joshua,,Ward 8,44.9433795,-123.0688784,Entire home/apt,98,30,0,,,2,165,0,
1370466883253053690,Par 4  Salem Oregon Golf Course,407581863,Warren,,Ward 7,44.91019442253401,-123.08119312566981,Entire home/apt,270,3,5,2025-08-12,0.98,15,111,5,
1371167219445145045,"SE Salem Oregon, Summer St Home",407581863,Warren,,Ward 2,44.91215296166221,-123.03519544792594,Entire home/apt,,2,4,2025-08-18,1.35,15,0,4,
1371329437921252347,Comfy living room,40892695,Manuel,,Ward 2,44.91174780285897,-123.0271482756817,Private room,48,1,1,2025-08-11,0.65,1,364,1,
1375591326524654851,Bright & Cozy in Pringle Creek,21507930,Betty,,Ward 3,44.90071662451523,-123.01916060485806,Entire home/apt,71,30,0,,,2,266,0,
1375628211691804529,Luxury room with private bath,683984465,Obeline,,Ward 8,44.94446973322056,-123.08586212013226,Private room,40,30,0,,,1,364,0,
1384706632381448016,Kesa-Cozy Palace.,104977250,Jacklyne,,Ward 5,44.95776861487103,-122.99463034112749,Private room,36,7,0,,,3,179,0,
1388671632545253105,The Strawberry Cottage,433003282,Molly,,Ward 8,44.9455748,-123.0689974,Entire home/apt,117,1,36,2025-09-06,6.21,2,238,36,
1395099663169994699,"*Castle* Stylish loft w/laundry, kitchenette, yard",147303121,Mike & Ally,,Ward 8,44.9806853,-123.079547,Entire home/apt,96,30,0,,,4,359,0,
1397858482891310115,Cozy & modern studio apt,40743751,Cara,,Ward 8,44.941490323345455,-123.07709183808831,Entire home/apt,77,2,21,2025-09-02,4.60,2,345,21,
1398641842760581592,Historic wine country home,364195391,Sandra,,Ward 2,44.93062746437806,-123.04073730375987,Entire home/apt,150,30,1,2025-06-12,0.28,1,297,1,
1399415306401542089,Studio w/ Private Bath,338677805,Jennifer,,Ward 2,44.923446314339074,-123.04448762141426,Private room,89,1,0,,,1,358,0,
1427602390325427317,"Beautiful, Private, Spacious, Central",60393386,Jan,,Ward 1,44.947261,-123.0188239,Entire home/apt,148,2,15,2025-08-30,3.78,2,88,15,
1429846152009450432,Capital City Comfort,7412453,Andrew,,Ward 1,44.940990285744,-123.06179742765627,Entire home/apt,124,2,13,2025-09-20,3.79,1,152,13,
1434978644272882535,Rosewood Residence: Brand new home in wine country,187753900,Michael,,Ward 8,44.93360402219796,-123.07574997755614,Entire home/apt,144,25,1,2025-08-02,0.55,4,334,1,
1435237485549187765,Roomy newly finished lower level 4 Queen beds,60393386,Jan,,Ward 1,44.94841137692783,-123.01766398122908,Entire home/apt,136,30,4,2025-08-03,1.14,2,362,4,
1444547634448771907,T-Riffic Salem Stay,82842488,Elizabeth Maria,,Ward 1,44.95274,-123.02171,Private room,,1,4,2025-08-12,1.45,3,0,4,
1445807588813653453,"South Salem, quiet neighborhood, queen bed.",36099394,Martha Sue,,Ward 7,44.9066,-123.05105,Private room,36,28,6,2025-09-22,6,2,297,6,
1447175643674788542,Heart of the Willamette Valley,702142689,Lynne,,Ward 3,44.90405420092905,-123.04359026347336,Entire home/apt,112,1,8,2025-09-13,2.47,1,356,8,
1447564571467919068,Dreamer House -  easy access to downtown,702362491,Myrna,,Ward 5,44.96824064815885,-123.0332693363321,Entire home/apt,173,2,4,2025-08-31,1.79,1,334,4,
1448160399232102579,Blue Haven Historical Home Salem Oregon,407581863,Warren,,Ward 1,44.93669,-123.01912,Private room,49,30,0,,,15,354,0,
1452929280944817508,"Suite & Cozy Homes
(No Cleaning Fees)",671069930,Alexis,,Ward 6,44.93002277798004,-122.9616522978868,Entire home/apt,,1,20,2025-09-24,7.23,1,0,20,
1454781016225975143,Charming South Retreat,438592492,Unstoppable,,Ward 3,44.9045871,-123.0282879,Entire home/apt,163,1,14,2025-09-20,5.12,9,106,14,
1456229210666802709,Charming West Salem Extended Stays,35650294,Stephanie,,Ward 1,44.94926,-123.05712,Entire home/apt,204,30,1,2025-07-24,0.47,1,329,1,
1456596836450316588,T-Riffic Central House in Salem,82842488,Elizabeth Maria,,Ward 1,44.95267,-123.02277,Entire home/apt,117,2,1,2025-09-21,1,3,5,1,
1463806950007551850,Cozy 2BR Private Suite with W/D,246810919,Rachel,,Ward 1,44.9431,-123.05758,Entire home/apt,79,29,0,,,1,255,0,
1466298128084441485,Modern Townhouse in South Salem,109043839,Kendra,,Ward 4,44.869115,-123.018765,Entire home/apt,131,1,3,2025-09-20,3,1,244,3,
1468240630768778292,Cozy Studio,185569648,Esthela,,Ward 1,44.96205,-123.02745,Entire home/apt,79,1,0,,,1,356,0,
1469737595300996846,Cozy 2 Bedroom with Washer & Dryer,83996894,Uju,,Ward 1,44.94722562721741,-123.02332024619427,Entire home/apt,120,1,0,,,3,348,0,
1470429228895668647,New luxury home in wine country,187753900,Michael,,Ward 7,44.890696105713864,-123.05586687355967,Entire home/apt,147,25,0,,,4,357,0,
1470453872111372335,"Luxurious new home in Salem, OR",187753900,Michael,,Ward 7,44.89038,-123.05539,Entire home/apt,148,25,0,,,4,364,0,
