id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37676,Mt. Hood View in the Pearl District,162158,Paul,,Pearl,45.52564,-122.68273,Entire home/apt,159,30,134,2025-06-29,0.73,1,339,3,
61893,Perfect Portland Place,300391,Matt,,Goose Hollow,45.52258,-122.69955,Entire home/apt,130,30,25,2024-11-27,0.23,1,214,1,
67036,Historic Home Located in Central City,329777,Will,,Sullivan's Gulch,45.53103,-122.64448,Entire home/apt,354,4,80,2025-07-27,0.45,1,317,12,12-123170-000-00-LU
77522,Spacious Suite in Eastmoreland/SE. Hot Tub Dogs OK,345461,Michael,,Eastmoreland,45.47086,-122.63273,Entire home/apt,76,30,138,2025-02-16,0.83,1,361,9,14-227531-000-00-HO
93613,Sunny Queen Room in FUN Alberta Arts,501715,Teresa,,Sabin,45.55536,-122.65106,Private room,81,30,68,2025-09-01,0.40,10,335,1,
99355,Beautiful Apt near City Center!,523311,Mark,,Irvington,45.53836,-122.65159,Entire home/apt,186,1,332,2025-08-25,2.01,2,310,22,08-175882-000-00-LU
114086,Bright Friendly Home- Alberta Arts,501715,Teresa,,Sabin,45.55593,-122.65029,Private room,48,30,71,2024-09-01,0.41,10,155,0,
117969,Beautiful Remodeled Apartment,589016,Steven,,Richmond,45.51022,-122.63088,Entire home/apt,84,2,371,2025-08-24,2.96,1,234,28,24-006555-000-00-HO
134282,Daylight Foodie's Paradise & Everyone's Fun Zone,659137,Anjali,,Boise,45.55273,-122.67524,Entire home/apt,78,31,35,2023-06-15,0.21,2,177,0,
143483,Garden Hideaway near City Center!,523311,Mark,,Irvington,45.54005222601903,-122.64988089596142,Entire home/apt,95,1,191,2025-05-25,1.14,2,324,12,08-175882-000-00-LU
145199,Two private bedrooms with bath and kitchenette,683139,Amy,,Montavilla,45.52959,-122.59081,Private room,114,3,90,2025-07-26,0.52,1,311,5,24astr-app-00058
182450,"Luminous, Cosy Home near lively SE Division Street",52505,Judith,,Richmond,45.50529,-122.63201,Entire home/apt,81,5,34,2024-12-28,0.22,2,26,1,14-212846-000-00-HO
182465,Quiet room next to lively Division St,52505,Judith,,Richmond,45.50582,-122.63389,Private room,68,2,363,2025-08-26,2.12,2,29,23,14-212846-000-00-HO
195632,Foodie's Paradise & Everyone's Playground!,659137,Anjali,,Boise,45.55083,-122.67567,Entire home/apt,78,30,89,2024-04-14,0.52,2,177,0,17-183022-000-00-HO
199683,"Authentic Portland Flavor, Central!",975606,H Lee,,Rose City Park,45.54458,-122.60223,Private room,42,31,50,2023-09-09,0.31,3,364,0,
217607,WaterFront Pearl - one bedroom one bath.  Close in,971012,Cynthia,,Old Town/Chinatown,45.52653,-122.67513,Entire home/apt,100,30,46,2025-08-23,0.27,4,341,1,
218708,Vintage Charm *King* at Opal 28 Apt 3,6313800,Margot,,Kerns,45.5236,-122.63458,Entire home/apt,55,30,275,2025-09-01,1.62,5,55,1,Exempt
222298,"Blues, Brews & Bicycle Guesthouse",1153902,Taizz,,Overlook,45.55815,-122.69218,Private room,65,2,123,2025-08-05,0.73,3,41,7,20-110377-000-00-HO
231732,"large, sunny room in farmhouse",1153902,Taizz,,Overlook,45.55629,-122.69042,Private room,65,30,48,2022-02-07,0.30,3,73,0,
231734,"Private, sunny room in farmhouse",1153902,Taizz,,Overlook,45.55748,-122.69207,Private room,65,2,74,2025-08-17,0.44,3,40,17,20-110377-000-00-HO
236108,Large COMFY Room in Alberta Arts,501715,Teresa,,Sabin,45.55645,-122.64854,Private room,71,30,59,2022-10-15,0.36,10,365,0,
264248,Victorian Retreat near Hawthorne,375920,Cynthia,,Buckman,45.51268,-122.6493,Entire home/apt,138,30,17,2025-07-28,0.11,1,155,1,
269339,Sweet Apartment in Alberta St. Area,960864,Naomi,,King,45.55033,-122.65798,Entire home/apt,,2,375,2022-12-11,2.25,2,0,0,16-213200-000-00-HO
317797,Condo in the Courtyard,828435,Furnished In Portland,,Mt. Tabor,45.510918377814114,-122.61128317425442,Entire home/apt,70,30,44,2025-01-31,0.27,6,180,3,
332420,"Vintage Artist's Home, walk/bike everywhere!",1206902,LeBrie,,Sunnyside,45.518,-122.6322,Entire home/apt,149,3,63,2025-08-11,0.41,1,10,2,17-139025-000-00-HO
345650,GUEST SUITE SURROUNDED BY NATURE,38860,Renata,,Hayhurst,45.48203,-122.71903,Entire home/apt,335,2,139,2022-12-12,0.87,1,251,0,20-133572-000-00-HO
357732,"Cheerful, musical, eclectic home",1810476,Susan,,Multnomah,45.46518,-122.71617,Private room,50,30,36,2025-08-01,0.22,2,248,2,
362775,Kuza Cabin + Fine-Dining Village,1213257,Dayna,,Alameda,45.54903,-122.63423,Entire home/apt,133,1,535,2025-08-22,3.27,8,349,50,24astr-per-00295
383701,Sellwood Music Suite,51531579,Lucca,,Sellwood-Moreland Improvement League,45.46846,-122.65395,Entire home/apt,102,2,442,2025-08-17,2.70,2,236,26,14-224927-000-00-HO
386687,The Heart of Multnomah Village,532509,Maria,,Multnomah,45.4692,-122.71497,Entire home/apt,135,30,236,2024-12-26,1.46,1,354,7,19-264153-000-00-HO
402130,Vintage Charm *Queen* at Opal 28 Apt 1,6313800,Margot,,Kerns,45.52949,-122.63449,Entire home/apt,,30,235,2024-09-03,1.45,5,0,0,Exempt
402191,Vintage Charm *King* at Opal 28 Apt4,6313800,Margot,,Kerns,45.52671,-122.63666,Entire home/apt,66,30,325,2024-10-05,2.00,5,48,1,Exempt
408577,Eclectic cottage & sauna bath house/SE Portland,2034859,Rebecca,,Richmond,45.50964,-122.61787,Entire home/apt,80,2,170,2025-08-16,1.04,2,233,50,18-177894-000-00-HO
413956,"Beautiful, Clean 1920 NoPo Bungalow",1099616,Abraham,,Overlook,45.56557,-122.67893,Entire home/apt,,3,162,2024-12-30,1.01,2,0,2,24ASTR-PER-00243
448195,The Wisteria… Portland Craftsman,2226037,Bruce,,Rose City Park,45.546532,-122.612953,Entire home/apt,321,3,295,2025-08-23,1.82,1,135,18,23-108025-000-00-LU
449461,"Portland Soul, Central! Porch Time!",975606,H Lee,,Rose City Park,45.54244,-122.60331,Private room,39,31,42,2023-10-22,0.26,3,332,0,
450488,"Alberta Arts Rm - fast Wifi, hd TV, Great area!",2236909,Shane,,King,45.56061,-122.6565,Private room,,31,109,2024-08-10,0.68,6,2,0,
450660,"Cozy Alberta Arts Rm - hd TV, A/C, fast Wifi, Desk",2236909,Shane,,King,45.56186,-122.65834,Private room,38,31,106,2025-08-01,0.67,6,52,2,
483614,House w/ Wood Burning Stove and A/C - NE Portland,1387456,Dana,,Cully,45.55794,-122.61679,Entire home/apt,154,30,217,2025-08-23,1.35,1,118,3,20-100186-000-00-HO
522334,A sunny separate studio w/skylights,19234,Robert,,Sellwood-Moreland Improvement League,45.47402,-122.6439,Entire home/apt,,4,556,2025-08-23,3.48,1,7,38,15-122203-000-00-HO
525395,Gorgeous Bungalow with Hot Tub close to Downtown,2555917,Thomas,,South Portland,45.47187,-122.67422,Entire home/apt,328,3,81,2025-02-22,0.55,1,181,3,24ASTR-PER-00030
531553,Garden Oasis in Walkable Mississippi District,1601890,Jane,,Boise,45.55232,-122.67048,Entire home/apt,104,2,413,2025-08-24,2.58,1,257,25,19-261542-000-00-HO
543988,Quaint English Cottage Garden Private Apt.,40759,Robert James,,Laurelhurst,45.52417,-122.61865,Entire home/apt,105,2,360,2025-09-02,2.25,1,233,20,14-229235-000-00-HO
546107,"Hip, Tiny House in North Portland",307635,Andrew,,Humboldt,45.56025,-122.67222,Entire home/apt,62,31,344,2025-08-31,2.14,2,40,3,
548557,NE  Concordia Cabin,2696498,Meredith,,Concordia,45.56995,-122.63151,Entire home/apt,126,2,139,2024-09-29,0.87,1,351,3,16-236406-000-00-HO
557948,"Pretty house, perfect location, EV-friendly",2690880,Randy,,Hosford-Abernethy,45.50857,-122.64463,Entire home/apt,721,7,16,2022-07-14,0.12,1,88,0,18-107431-000-00-HO
566103,Old Portland SE Clinton/Division,1115782,Elliott,,Hosford-Abernethy,45.50535,-122.64138,Entire home/apt,,30,54,2024-06-27,0.34,1,0,0,18-167316-000-00-HO
580155,NE Portland Oregon Modern Victorian Duplex,2854451,Julie,,Eliot,45.53912,-122.66097,Entire home/apt,103,4,100,2025-07-29,0.63,1,222,5,23-092838-000-00-HO
584676,NW Portland Condo on Street Car Line,2881063,Kevin,,Northwest District,45.52972,-122.69269,Entire home/apt,73,30,81,2025-04-30,0.51,1,258,1,
600976,SW 2 Bedroom/Private Bath - SUPER CLEAN,2974150,Shannon,,South Burlingame,45.46519,-122.68488,Private room,100,1,468,2025-08-17,2.93,2,348,63,24-019145-000-00-HO
604270,Mt. Tabor studio with Mt. Hood view,1493662,Jeffrey,,Montavilla,45.51425,-122.58372,Entire home/apt,103,2,660,2025-08-13,4.17,1,9,18,25ASTR-PER-00005
633385,Sweet Room in Charming Central SW Home SUPER CLEAN,2974150,Shannon,,South Burlingame,45.4705,-122.68506,Private room,79,2,255,2025-08-10,1.61,2,347,24,24-019145-000-00-HO
637011,"Eclectic, cheerful, musical home",1810476,Susan,,Multnomah,45.46671,-122.71559,Private room,54,30,21,2022-05-29,0.13,2,97,0,
637362,Sellwood Sanctuary Guest House,869146,Andrew,,Sellwood-Moreland Improvement League,45.46549,-122.65551,Entire home/apt,116,3,370,2025-08-17,2.41,1,325,21,15-102449-000-00-ho
674866,Fantastic Loft in the Pearl (short or long term),1731137,Stephanie,,Pearl,45.52667,-122.68242,Entire home/apt,250,90,61,2024-09-03,0.71,1,365,0,
687927,"Heart on Hawthorne ,  SE Portland",3425231,Kit,,Sunnyside,45.51365,-122.62041,Private room,34,7,196,2025-08-31,1.24,1,221,13,14-255222-000-00-HO
696955,Alberta Arts House - Hip Portlandia,3569549,Ash,,Vernon,45.55888,-122.64747,Entire home/apt,170,30,216,2025-08-23,1.37,1,227,4,
697115,Classic Bedroom/Private Vanity,3190134,Jenna,,Hillsdale,45.48678,-122.68989,Private room,56,30,3,2014-10-01,0.02,4,364,0,
699605,Adorable Alberta Arts Bungalow,2605790,Amanda,,King,45.56611,-122.65743,Entire home/apt,158,30,47,2024-09-15,0.30,1,363,1,15-179947-000-00-HO
704753,Near OHSU. Choice of Clean Rooms. Private Baths.,3190134,Jenna,,Hillsdale,45.48699,-122.69223,Private room,54,30,11,2021-07-31,0.07,4,364,0,
714773,ArtFulLife,1186353,Fredrick,,Northwest District,45.52837,-122.69799,Entire home/apt,57,90,135,2022-11-30,0.86,1,159,0,
748584,Mid-Century Modern House with Japanese Garden,3092836,Morgan,,South Burlingame,45.46608,-122.68792,Entire home/apt,150,31,53,2020-03-20,0.35,1,65,0,
760737,Remodeled basement studio in central Portland,2646777,Kyle,,Buckman,45.51851,-122.64196,Entire home/apt,82,2,297,2025-08-23,3.41,1,252,28,25ASTR-APP-00130
774924,For humanitarian aid or medical vacations only,3622006,Lee Ann,,Grant Park,45.54292,-122.62822,Entire home/apt,,2,59,2022-03-21,0.38,1,0,0,16-279307-000-00-HO
775426,Incredible Location in Alberta Arts District,1150082,Michelle,,King,45.55841,-122.65152,Entire home/apt,214,1,264,2025-09-02,1.74,7,308,31,91817
781710,"House near Mt Tabor, SE Portland",4123246,Leopoldo,,Montavilla,45.52076,-122.58304,Entire home/apt,147,30,5,2025-07-22,0.03,1,84,1,
784126,"Portland condo near OHSU, VA Hospital & downtown!",4134978,Huma,,Homestead,45.49608,-122.68884,Entire home/apt,65,30,60,2025-05-24,0.49,1,324,2,
789798,"Artsy, private lower level. Minutes from downtown.",4161754,Rhonda,,Ashcreek,45.45631,-122.73765,Entire home/apt,79,2,246,2025-08-13,1.65,1,346,18,14-250883-000-00-HO
801318,"Ideally Located, Modern & Artistic Large House",1150082,Michelle,,Vernon,45.55845,-122.64999,Entire home/apt,311,1,110,2025-09-04,0.71,7,314,15,90695
822105,Beautiful eco house in an excellent area,1150082,Michelle,,Sabin,45.55596,-122.64804,Entire home/apt,150,30,4,2024-10-23,0.03,7,260,1,
838961,Studio Apartment - Private Entry,4382924,Reggie,,Parkrose Heights,45.54385,-122.54355,Entire home/apt,79,30,43,2025-08-25,0.31,1,311,5,
857220,"Spacious, Comfy Downstairs Suite & Garage parking!",4440080,Lori,,Foster-Powell,45.49162,-122.58212,Private room,92,1,426,2025-08-30,2.77,1,348,32,16-279178-000-00-HO
921597,Pearl District Loft: Urban Oasis,4955336,BettyLou,,Pearl,45.52959,-122.68424,Entire home/apt,99,30,20,2022-05-05,0.13,1,102,0,
927432,"Spacious, charming, & well-located Portland house",1916182,Alexis,,Humboldt,45.56463,-122.66894,Entire home/apt,185,30,9,2021-07-19,0.06,1,235,0,
929954,"Authentic Portland, Levity Lodge #3",975606,H Lee,,Rose City Park,45.54433,-122.60348,Private room,50,31,14,2022-08-15,0.09,3,364,0,
938257,Pink House off Mississippi-ask for DEALS 4-6nights,1515905,Rick,,Boise,45.55039,-122.67497,Entire home/apt,73,2,578,2025-08-24,3.85,2,257,25,24-007794-000-00-HO
938283,Green House Mississippi-ask for DEALS on 4-6nights,1515905,Rick,,Boise,45.55039,-122.67494,Entire home/apt,73,2,554,2025-08-01,3.70,2,263,17,24-007794-000-00-HO
951387,Quiet Private Studio in Inner NE near Bus & Bike,5161731,Debra & Ludger,,Boise,45.553,-122.66629,Entire home/apt,79,2,650,2025-08-31,4.27,1,237,36,17-138407-000-00-ho
958634,Spacious Private Suite for Extended Stays,5216499,Allison,,South Tabor,45.50315,-122.58148,Private room,68,31,32,2025-08-09,0.21,1,328,1,
967959,Authentic Alberta Arts Abode,1507209,Penelope,,King,45.55715,-122.65553,Entire home/apt,87,2,724,2025-08-30,4.86,1,342,37,14-221961-000-00-HO
993073,PDX Eco Cottage,5455260,Susan,,Hosford-Abernethy,45.50661,-122.64996,Entire home/apt,135,2,397,2025-09-05,2.66,2,280,30,14-207831-000-00-HO
997150,Cozy Kerns 1 bdrm Apt - Best PDX Neighborhood!,3041678,Cora,,Buckman,45.52238,-122.63828,Entire home/apt,123,1,605,2025-08-22,4.03,2,251,46,19-267171-000-00-HO
1003617,The Portland Villa on Alberta St,4430753,Catie,,Concordia,45.55856,-122.63717,Entire home/apt,748,1,324,2025-08-03,2.42,1,310,22,17-259760-000-00-LU
1006381,Mid Century Modern,4246850,Daniel,,King,45.5622,-122.66176,Entire home/apt,125,60,99,2024-10-01,0.66,1,365,1,
1007277,Feels Like Home,3978304,Anthony,,Woodstock,45.48719,-122.62161,Entire home/apt,85,30,434,2025-01-04,3.00,1,179,1,
1009218,Perfect SE Location: Classic Portland Experience,1284016,Susan,,Buckman,45.52286,-122.64743,Entire home/apt,,30,123,2022-09-20,0.81,1,0,0,15-194034-000-00-HO
1036774,"""The Portland Purple House 1""",5707629,Arlene & Jeff,,Roseway,45.55121,-122.59294,Private room,,2,35,2022-08-28,0.25,3,0,0,21-072771-000-00-HO
1046001,"Alberta Arts Bsmt Rm  fast Wifi, hd TV,Great area!",2236909,Shane,,King,45.55965,-122.65729,Private room,78,31,88,2024-11-21,0.58,6,151,1,
1086146,Spacious Urban Retreat,5970172,Dorothy,,Parkrose,45.55796,-122.55871,Entire home/apt,225,2,191,2025-08-17,1.27,2,365,9,24-003298-000-00-HO
1100793,"Walker’s Paradise w/ projector, kitchenette",496929,Sam,,Sellwood-Moreland Improvement League,45.47911,-122.64506,Entire home/apt,95,2,66,2025-09-01,0.51,1,325,11,17-270109-000-00-HO
1103529,The Hen House: Private unit in NE,6060622,Norah,,King,45.55192,-122.65726,Entire home/apt,73,1,953,2025-09-04,6.33,1,327,75,17-132111-000-00-HO
1107789,Cozy Portland Studio Apartment,6000443,Cara,,Buckman,45.51904,-122.64412,Entire home/apt,104,3,880,2025-08-24,5.87,1,146,51,14-226326-000-00-HO
1119763,Maple Cottage PDX/ Fun Historic Mississippi Ave.,2749411,Mariah,,Boise,45.55146,-122.67292,Entire home/apt,66,3,415,2025-08-20,4.13,1,250,61,17-164969-000-00-HO
1123780,Airport~Private Entrance~Garden View,2946939,Jennifer,,Concordia,45.56028,-122.62061,Entire home/apt,51,1,559,2025-08-29,3.74,1,152,65,24ASTR-APP-00318
1151857,Vintage Charm *Queen* at Opal 28 Apt 2,6313800,Margot,,Kerns,45.52709,-122.63826,Entire home/apt,66,30,190,2024-08-17,1.36,5,63,0,Exempt
1182675,Private room in Southeast Portland,6469679,Matt,,Creston-Kenilworth,45.49214,-122.63455,Private room,76,30,0,,,1,365,0,
1193068,Rosie Room at Farmhouse Cottage,1996078,Sarah K,,Marshall Park,45.45793,-122.68985,Private room,73,3,18,2025-07-28,0.12,2,364,6,15-150444-000-00-HO
1194370,Cozy mud hut with big bridge view,6526820,Ivy,,Cathedral Park,45.58991,-122.76046,Private room,,30,498,2019-12-29,3.40,1,89,0,
1194589,Artisan Sanctuary,5927807,Margo,,Humboldt,45.56055,-122.66786,Entire home/apt,199,2,406,2020-03-08,2.72,1,365,0,16-180113-000-00-HO
1209612,"WATERFRONT, NW  DISTRICT CONDO",6510017,Irene & Steve,,Old Town/Chinatown,45.52622,-122.67284,Entire home/apt,1335,30,54,2015-07-21,0.38,1,365,0,
1213052,Alberta Arts Bungalow - 4 Bedroom,6621964,Amy,,Vernon,45.5585,-122.65001,Entire home/apt,325,2,234,2025-09-01,1.58,1,308,15,15-267213-000-00-LU
1242928,Modernist Loft in NE Portland (30-day minimum),6774413,Duane,,Humboldt,45.55915,-122.66811,Entire home/apt,113,30,107,2025-09-01,0.89,1,124,4,
1242968,"Urban Sanctuary near Shops, Dining & Downtown!",6416589,Adam John,,Boise,45.55398,-122.67583,Entire home/apt,143,1,952,2025-08-25,6.40,6,247,53,14-226769-000-00-HO
1243615,Captain's Bed at Portland Farmhouse Cottage,1996078,Sarah K,,Marshall Park,45.45711,-122.69127,Private room,73,3,7,2024-12-18,0.06,2,364,1,15-150444-000-00-HO
1248994,Creative Charmer in NE Portland,6805954,Michael,,Irvington,45.54725,-122.65495,Entire home/apt,42,30,105,2025-07-12,0.71,2,326,5,
1261196,Vintage Portland Home—8 Minutes to Downtown!,234549,Kerry,,Kerns,45.52415,-122.64208,Entire home/apt,,30,247,2025-07-05,1.71,1,0,4,17-260853-000-00-HO
1288320,Thompson Hideaway - walk to Convention Center,5037209,Pamela,,Eliot,45.54057,-122.66377,Entire home/apt,82,2,636,2025-08-24,4.29,1,318,39,20-124319-000-00-HO
1297869,5th Ave Townhouse,7055900,Saadi,,Portland Downtown,45.51032,-122.68208,Entire home/apt,432,2,444,2025-08-23,3.00,1,315,16,17-112494-000-00-LU
1313694,Work & Stay at The Green Fairy Victorian farmhouse,6153335,Sonia,,Boise,45.55014,-122.67192,Entire home/apt,137,30,122,2024-09-12,0.82,2,279,1,
1332422,Salmon Street Farmhouse,1616228,Sally,,Buckman,45.51333,-122.64342,Entire home/apt,,30,15,2018-07-04,0.10,1,0,0,
1386922,Mississippi Ave Basement Studio,3859198,Justin,,Humboldt,45.56328,-122.67523,Entire home/apt,65,30,212,2025-08-01,1.44,1,163,1,
1408895,Bright & Modern Home in Lovely Roseway,942377,Emily,,Roseway,45.54872,-122.58744,Entire home/apt,91,30,79,2025-07-04,0.54,1,243,3,
1411299,"Cozy, yet Spacious Division 1BR Apt",6960996,David,,Richmond,45.50152,-122.62856,Entire home/apt,81,2,272,2025-08-28,2.34,1,324,20,16-109354-000-00-HO
1429073,Lovely Private Room & Bath in SE (South Tabor),7656277,Joanne,,South Tabor,45.49991,-122.60654,Private room,49,2,225,2025-07-26,1.53,1,289,23,16-120298-000-00-HO
1438618,One block from everything. Purely Portland stay :),7727691,Kara,,Cully,45.54883,-122.61489,Entire home/apt,137,2,221,2025-08-31,2.53,3,12,37,24ASTR-PER-00004
1525272,The Irvington off Broadway studio condominium,8138263,Elizabeth,,Irvington,45.5373,-122.65571,Entire home/apt,84,31,19,2024-10-02,0.16,1,292,1,
1539452,"""The Hermitage"", Historic Hafner Haus 2nd unit",8207605,Sharon,,Portland Downtown,45.51614,-122.68598,Entire home/apt,39,30,166,2024-09-12,1.26,12,252,1,Exempt
1542659,Bright Beautiful Mid-Century Style Loft in N.E.,2722503,Heidi,,Eliot,45.5425,-122.66028,Entire home/apt,170,2,391,2025-08-31,2.75,1,314,30,19-230304-000-00-HO
1560267,Pearl District Private Suite,2655510,Steven,,Pearl,45.52894,-122.68338,Private room,108,2,680,2024-12-29,4.67,1,249,13,14-242857-000-00-HO
1584433,Historic Northwest Portland Home,8441694,Christina,,Northwest District,45.53702,-122.69974,Private room,110,2,112,2025-08-10,0.80,1,345,4,00162
1641735,Zen Suite Private Bath-Alberta Arts,8703941,Tracy,,Concordia,45.56696,-122.63339,Private room,73,30,57,2016-08-30,0.41,1,365,0,
1641774,Walk to OHSU/15-min drive to Intel. Pristine Room!,3190134,Jenna,,Hillsdale,45.48954,-122.69262,Private room,60,30,1,2016-01-06,0.01,4,365,0,
1646847,Urban Zen Retreat,8739391,Christina,,Mt. Tabor,45.51512,-122.60498,Entire home/apt,89,30,147,2024-02-21,1.06,1,364,0,
1650401,Sunny and family friendly - just off Hawthorne!,1178421,Stephanie,,Richmond,45.51155,-122.61581,Entire home/apt,,30,459,2022-12-18,3.15,1,18,0,17-140501-000-00-HO
1651319,Charming home in great NE location,8017624,Martha,,Woodlawn,45.57014,-122.65646,Entire home/apt,80,3,74,2024-04-09,0.52,1,65,0,18-175705-000-00-HO
1661004,Irvington Cottage - Moda & Convention Center close,4426731,Martha,,Irvington,45.53847,-122.65533,Entire home/apt,118,2,334,2025-08-09,2.95,2,152,24,24ASTR-PER-00015
1665757,Cosy Basement Apt on East Mt Tabor! City Permitted,4243978,Anne,,Mt. Tabor,45.50829,-122.58815,Entire home/apt,89,3,254,2025-05-25,1.75,1,340,5,24-024627-000-00-HO
1677299,"Urban Gardens a Wooded Lounge
vibe in SW Portland",5283609,Ivy,,Multnomah,45.45515,-122.71905,Entire home/apt,,2,81,2025-08-08,0.58,1,0,1,12-080366-000-00-HO
1703888,"Cool tiny home near wooded park, transit, dining",8036326,Martin,,Mt. Tabor,45.51064,-122.60206,Entire home/apt,,31,128,2022-05-13,0.88,1,0,0,14-216770-000-00-HO
1732272,Hollywood One Bedroom Home,102666,Rosy,,Rose City Park,45.5404,-122.61099,Entire home/apt,87,3,104,2025-08-18,0.82,1,218,8,15-259564-000-00-HO
1751672,NE Portland Craftsman,4912906,Jennifer,,Rose City Park,45.5443,-122.61122,Entire home/apt,340,3,14,2025-06-07,0.11,1,248,7,25ASTR-PER-00146
1826250,Urban Garden Studio,2592211,Joelle And James,,Richmond,45.50769,-122.62844,Private room,62,30,161,2019-05-21,1.12,1,365,0,
1850556,The Nest,9663989,Laura,,Hollywood,45.5367,-122.6223,Entire home/apt,88,1,570,2025-08-17,4.04,1,338,5,16-279380-000-00-HO
1851090,Inn Off Hawthorne,4966686,Marc,,Sunnyside,45.51256,-122.62489,Entire home/apt,172,30,38,2025-08-29,0.27,1,335,4,
1851145,Hawthorne/Division Beautiful Suite,3379729,Dana,,Richmond,45.50969,-122.61779,Entire home/apt,91,2,329,2025-08-20,2.31,1,325,36,24ASTR-PER-00073
1856414,Comfortable Hip Downtown Loft,5907304,Sari,,Portland Downtown,45.51462,-122.68498,Entire home/apt,105,30,88,2025-04-01,0.61,2,288,2,
1880649,Cozy/Modern Casita,9319397,Nicol Jeannette,,Eastmoreland,45.46473,-122.62499,Entire home/apt,95,30,242,2023-08-27,1.68,1,365,0,
1887261,"Clean, private suite w/garden entry",2916925,Margaret,,Piedmont,45.57657,-122.67554,Entire home/apt,88,3,72,2025-08-11,1.38,1,73,1,19-200682-000-00-HO
1917726,Northeast Portland Studio with Private Entrance,9943209,Brendon,,North Tabor,45.52777,-122.61113,Entire home/apt,88,30,618,2024-02-13,4.34,1,365,0,
2003568,Historic Irvington Basement Apt,3519465,Carolina,,Irvington,45.53642,-122.6486,Entire home/apt,90,30,101,2025-08-01,0.71,1,364,5,
2020429,"Modern Apt. Close in SE, LOCATION!",10385699,Katrina,,Hosford-Abernethy,45.50453,-122.65446,Entire home/apt,126,30,339,2024-12-01,2.38,2,363,1,
2020615,Sellwood Detached Studio Loft,10386316,Kenan,,Sellwood-Moreland Improvement League,45.46587,-122.65336,Entire home/apt,68,1,579,2025-09-02,4.64,1,125,72,15-182885-000-00-HO
2033589,"Cozy Room Near Airport, Alberta",10438539,Michael,,Cully,45.56069,-122.59966,Private room,45,1,597,2025-08-29,4.41,2,64,66,24-013545-000-00-HO
2038802,"2 story, 2 bath View Condo w/covered parking",2687437,Diana,,Portland Downtown,45.51564,-122.6844,Entire home/apt,,30,172,2025-07-31,1.21,1,153,1,
2101856,Cute Overlook Studio Cottage,1904731,Shanna,,Overlook,45.56142,-122.68037,Entire home/apt,75,1,799,2025-08-26,5.97,1,317,80,17-129245-000-00-HO
2114753,Sunny Room in Historic Laurelhurst,4133362,Shera & Andrew,,Laurelhurst,45.521,-122.62128,Private room,75,2,215,2025-08-25,1.52,1,97,15,24ASTR-PER-00452
2241274,Modern Artistic Three Bedroom Bungalow,11446106,Logan,,Grant Park,45.53523,-122.6353,Private room,89,30,29,2025-06-11,0.22,1,121,1,17-123289-000-00-HO
2243045,Enjoy Living Right on the Riverfront!  2b/2b,11456606,Donna,,Old Town/Chinatown,45.52593,-122.67209,Entire home/apt,197,30,22,2024-01-31,0.17,1,184,0,
2281775,1 Bed Apt W/Laundry. Close to Moda & Convention,829833,Kristen Melissa Elizabeth,,Irvington,45.53826,-122.65799,Entire home/apt,79,1,706,2025-08-10,5.11,1,334,46,15-147474-000-00-HO
2291626,Private Haven-private bath&entrance,5229526,Jere,,Eliot,45.54215,-122.66578,Entire home/apt,75,2,593,2025-08-05,4.25,1,128,37,24ASTR-PER-00034
2349023,"Cozy Williams Ave Victorian. 
 Walk to Everything!",11995752,Peggy,,Boise,45.55194,-122.66569,Entire home/apt,165,2,48,2025-09-01,2.01,1,140,22,23-056268-000-00-HO
2360923,Bright Wooded Apartment SW Portland,3521268,Constance,,Collins View,45.45718,-122.68622,Entire home/apt,135,7,26,2021-04-04,0.19,1,269,0,16-180898-000-00-HO
2390685,Portland Tiny House,2333787,Genevieve,,Concordia,45.56341,-122.63465,Entire home/apt,88,2,883,2025-08-24,7.17,1,109,67,15-215449-000-00-HO
2440738,Laurelhurst Loft above the trees!,8927355,Michele,,Kerns,45.5218391418457,-122.63525390625,Entire home/apt,69,2,531,2025-08-31,3.79,1,313,33,16-216983-000-00-HO
2458957,Alberta Arts Hideaway,12483794,Kurt,,King,45.55619,-122.65703,Entire home/apt,215,2,210,2025-08-18,1.50,1,225,22,20-133558-000-00-HO
2460265,Modern condo in heart of Downtown,12579841,Kevin,,Portland Downtown,45.51622,-122.68524,Entire home/apt,70,31,28,2025-07-01,0.33,1,222,3,
2545810,Fully Restored 4-Level Grand Craftsman,13032937,David,,Piedmont,45.56952,-122.66532,Entire home/apt,450,3,63,2024-07-21,0.46,1,359,0,15-275446-000-00-HO
2546099,Sunny spot on N. Mississippi Ave.,5074035,Rachel,,Boise,45.55228,-122.6758,Entire home/apt,68,31,238,2025-09-01,1.73,4,256,5,15-138062-000-00-HO
2559470,"""The Portland Purple House"" 2",5707629,Arlene & Jeff,,Roseway,45.55121,-122.59294,Private room,,2,30,2022-11-12,0.22,3,0,0,21-072771-000-00-HO
2569391,Portland-1000sf basement apt./queen,12807678,Noel,,Arbor Lodge,45.57134,-122.68781,Entire home/apt,100,1,740,2025-08-31,5.34,1,262,15,21-075153-000-00-HO
